# Renewables.ninja Solar PV (Point API) - 51.523, -0.128 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "51.5230684", "lon": "-0.12807509704917874", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-09-18 13:00,2019-09-18 14:00,0.649,0.725,0.085,17.766
2019-09-18 14:00,2019-09-18 15:00,0.553,0.592,0.081,17.903
2019-09-18 15:00,2019-09-18 16:00,0.410,0.410,0.075,17.635
2019-09-18 16:00,2019-09-18 17:00,0.230,0.205,0.065,16.898
2019-09-18 17:00,2019-09-18 18:00,0.053,0.034,0.038,14.645
2019-09-18 18:00,2019-09-18 19:00,0,0,0.001,11.884
2019-09-18 19:00,2019-09-18 20:00,0,0,0,11.032
2019-09-18 20:00,2019-09-18 21:00,0,0,0,10.362
2019-09-18 21:00,2019-09-18 22:00,0,0,0,9.773
2019-09-18 22:00,2019-09-18 23:00,0,0,0,9.277
2019-09-18 23:00,2019-09-19 00:00,0,0,0,8.895
2019-09-19 00:00,2019-09-19 01:00,0,0,0,8.699
2019-09-19 01:00,2019-09-19 02:00,0,0,0,8.708
2019-09-19 02:00,2019-09-19 03:00,0,0,0,8.842
2019-09-19 03:00,2019-09-19 04:00,0,0,0,8.599
2019-09-19 04:00,2019-09-19 05:00,0,0,0,8.112
2019-09-19 05:00,2019-09-19 06:00,0,0,0,7.612
2019-09-19 06:00,2019-09-19 07:00,0.051,0.033,0.036,8.223
2019-09-19 07:00,2019-09-19 08:00,0.228,0.194,0.065,10.231
2019-09-19 08:00,2019-09-19 09:00,0.408,0.395,0.077,13.166
2019-09-19 09:00,2019-09-19 10:00,0.547,0.572,0.085,15.559
2019-09-19 10:00,2019-09-19 11:00,0.638,0.700,0.090,16.950
2019-09-19 11:00,2019-09-19 12:00,0.679,0.763,0.094,18.136
2019-09-19 12:00,2019-09-19 13:00,0.668,0.747,0.097,19.013
2019-09-19 13:00,2019-09-19 14:00,0.628,0.696,0.092,19.490
2019-09-19 14:00,2019-09-19 15:00,0.537,0.572,0.086,19.539
2019-09-19 15:00,2019-09-19 16:00,0.398,0.396,0.079,19.144
2019-09-19 16:00,2019-09-19 17:00,0.221,0.195,0.067,18.212
2019-09-19 17:00,2019-09-19 18:00,0.049,0.032,0.037,15.832
2019-09-19 18:00,2019-09-19 19:00,0,0,0,12.908
2019-09-19 19:00,2019-09-19 20:00,0,0,0,11.947
2019-09-19 20:00,2019-09-19 21:00,0,0,0,11.140
2019-09-19 21:00,2019-09-19 22:00,0,0,0,10.416
2019-09-19 22:00,2019-09-19 23:00,0,0,0,9.808
2019-09-19 23:00,2019-09-20 00:00,0,0,0,9.319
2019-09-20 00:00,2019-09-20 01:00,0,0,0,8.934
2019-09-20 01:00,2019-09-20 02:00,0,0,0,8.655
2019-09-20 02:00,2019-09-20 03:00,0,0,0,8.472
2019-09-20 03:00,2019-09-20 04:00,0,0,0,8.310
2019-09-20 04:00,2019-09-20 05:00,0,0,0,8.130
2019-09-20 05:00,2019-09-20 06:00,0,0,0,7.931
2019-09-20 06:00,2019-09-20 07:00,0.050,0.034,0.034,9.275
2019-09-20 07:00,2019-09-20 08:00,0.230,0.204,0.061,12.009
2019-09-20 08:00,2019-09-20 09:00,0.417,0.414,0.071,14.240
2019-09-20 09:00,2019-09-20 10:00,0.557,0.594,0.078,15.932
2019-09-20 10:00,2019-09-20 11:00,0.651,0.728,0.082,17.296
2019-09-20 11:00,2019-09-20 12:00,0.696,0.799,0.085,18.349
2019-09-20 12:00,2019-09-20 13:00,0.694,0.800,0.085,18.999
2019-09-20 13:00,2019-09-20 14:00,0.647,0.733,0.083,19.204
2019-09-20 14:00,2019-09-20 15:00,0.553,0.600,0.078,18.934
2019-09-20 15:00,2019-09-20 16:00,0.410,0.414,0.073,18.065
2019-09-20 16:00,2019-09-20 17:00,0.227,0.204,0.063,16.739
2019-09-20 17:00,2019-09-20 18:00,0.048,0.033,0.035,14.777
2019-09-20 18:00,2019-09-20 19:00,0,0,0,12.658
2019-09-20 19:00,2019-09-20 20:00,0,0,0,11.901
2019-09-20 20:00,2019-09-20 21:00,0,0,0,11.651
2019-09-20 21:00,2019-09-20 22:00,0,0,0,11.646
2019-09-20 22:00,2019-09-20 23:00,0,0,0,11.578
2019-09-20 23:00,2019-09-21 00:00,0,0,0,11.362
2019-09-21 00:00,2019-09-21 01:00,0,0,0,10.999
2019-09-21 01:00,2019-09-21 02:00,0,0,0,10.538
2019-09-21 02:00,2019-09-21 03:00,0,0,0,10.125
2019-09-21 03:00,2019-09-21 04:00,0,0,0,9.784
2019-09-21 04:00,2019-09-21 05:00,0,0,0,9.439
2019-09-21 05:00,2019-09-21 06:00,0,0,0,9.089
2019-09-21 06:00,2019-09-21 07:00,0.050,0.036,0.032,9.758
2019-09-21 07:00,2019-09-21 08:00,0.236,0.213,0.057,11.708
2019-09-21 08:00,2019-09-21 09:00,0.422,0.424,0.067,14.249
2019-09-21 09:00,2019-09-21 10:00,0.561,0.604,0.075,16.587
2019-09-21 10:00,2019-09-21 11:00,0.647,0.729,0.082,18.470
2019-09-21 11:00,2019-09-21 12:00,0.685,0.790,0.086,19.876
2019-09-21 12:00,2019-09-21 13:00,0.677,0.779,0.089,20.861
2019-09-21 13:00,2019-09-21 14:00,0.623,0.701,0.089,21.442
2019-09-21 14:00,2019-09-21 15:00,0.524,0.561,0.087,21.536
2019-09-21 15:00,2019-09-21 16:00,0.380,0.376,0.081,21.156
2019-09-21 16:00,2019-09-21 17:00,0.201,0.173,0.070,20.288
2019-09-21 17:00,2019-09-21 18:00,0.039,0.024,0.034,17.806
2019-09-21 18:00,2019-09-21 19:00,0,0,0,15.780
2019-09-21 19:00,2019-09-21 20:00,0,0,0,15.767
2019-09-21 20:00,2019-09-21 21:00,0,0,0,15.784
2019-09-21 21:00,2019-09-21 22:00,0,0,0,15.766
2019-09-21 22:00,2019-09-21 23:00,0,0,0,15.732
2019-09-21 23:00,2019-09-22 00:00,0,0,0,15.677
2019-09-22 00:00,2019-09-22 01:00,0,0,0,15.490
2019-09-22 01:00,2019-09-22 02:00,0,0,0,15.339
2019-09-22 02:00,2019-09-22 03:00,0,0,0,15.183
2019-09-22 03:00,2019-09-22 04:00,0,0,0,15.017
2019-09-22 04:00,2019-09-22 05:00,0,0,0,14.898
2019-09-22 05:00,2019-09-22 06:00,0,0,0,14.854
2019-09-22 06:00,2019-09-22 07:00,0.010,0.001,0.020,15.079
2019-09-22 07:00,2019-09-22 08:00,0.083,0.019,0.088,15.989
2019-09-22 08:00,2019-09-22 09:00,0.230,0.113,0.159,17.652
2019-09-22 09:00,2019-09-22 10:00,0.338,0.202,0.200,19.511
2019-09-22 10:00,2019-09-22 11:00,0.295,0.114,0.237,20.049
2019-09-22 11:00,2019-09-22 12:00,0.219,0.042,0.219,19.444
2019-09-22 12:00,2019-09-22 13:00,0.170,0.020,0.185,18.563
2019-09-22 13:00,2019-09-22 14:00,0.108,0.008,0.127,17.551
2019-09-22 14:00,2019-09-22 15:00,0.078,0.005,0.096,16.719
2019-09-22 15:00,2019-09-22 16:00,0.069,0.005,0.086,16.372
2019-09-22 16:00,2019-09-22 17:00,0.051,0.005,0.066,16.084
2019-09-22 17:00,2019-09-22 18:00,0.014,0.002,0.024,15.217
2019-09-22 18:00,2019-09-22 19:00,0,0,0,14.005
2019-09-22 19:00,2019-09-22 20:00,0,0,0,13.697
2019-09-22 20:00,2019-09-22 21:00,0,0,0,13.270
2019-09-22 21:00,2019-09-22 22:00,0,0,0,12.769
2019-09-22 22:00,2019-09-22 23:00,0,0,0,12.319
2019-09-22 23:00,2019-09-23 00:00,0,0,0,12.064
2019-09-23 00:00,2019-09-23 01:00,0,0,0,11.995
2019-09-23 01:00,2019-09-23 02:00,0,0,0,12.145
2019-09-23 02:00,2019-09-23 03:00,0,0,0,12.197
2019-09-23 03:00,2019-09-23 04:00,0,0,0,12.103
2019-09-23 04:00,2019-09-23 05:00,0,0,0,11.831
2019-09-23 05:00,2019-09-23 06:00,0,0,0,11.336
2019-09-23 06:00,2019-09-23 07:00,0.036,0.020,0.032,11.106
2019-09-23 07:00,2019-09-23 08:00,0.187,0.137,0.080,12.080
2019-09-23 08:00,2019-09-23 09:00,0.274,0.184,0.131,13.559
2019-09-23 09:00,2019-09-23 10:00,0.356,0.244,0.169,15.315
2019-09-23 10:00,2019-09-23 11:00,0.487,0.411,0.171,16.893
2019-09-23 11:00,2019-09-23 12:00,0.564,0.525,0.163,17.856
2019-09-23 12:00,2019-09-23 13:00,0.531,0.469,0.176,18.223
2019-09-23 13:00,2019-09-23 14:00,0.469,0.386,0.176,18.142
2019-09-23 14:00,2019-09-23 15:00,0.435,0.371,0.147,17.939
2019-09-23 15:00,2019-09-23 16:00,0.247,0.145,0.145,17.196
2019-09-23 16:00,2019-09-23 17:00,0.051,0.008,0.063,15.856
2019-09-23 17:00,2019-09-23 18:00,0.003,0,0.011,14.672
2019-09-23 18:00,2019-09-23 19:00,0,-0,0,14.164
2019-09-23 19:00,2019-09-23 20:00,0,0,0,14.145
2019-09-23 20:00,2019-09-23 21:00,0,0,0,14.271
2019-09-23 21:00,2019-09-23 22:00,0,0,0,14.319
2019-09-23 22:00,2019-09-23 23:00,0,0,0,14.336
2019-09-23 23:00,2019-09-24 00:00,0,0,0,14.301
2019-09-24 00:00,2019-09-24 01:00,0,0,0,14.304
2019-09-24 01:00,2019-09-24 02:00,0,0,0,14.327
2019-09-24 02:00,2019-09-24 03:00,0,0,0,14.295
2019-09-24 03:00,2019-09-24 04:00,0,0,0,14.368
2019-09-24 04:00,2019-09-24 05:00,0,0,0,14.462
2019-09-24 05:00,2019-09-24 06:00,0,0,0,14.596
2019-09-24 06:00,2019-09-24 07:00,0.004,0,0.012,14.666
2019-09-24 07:00,2019-09-24 08:00,0.019,0.001,0.032,14.769
2019-09-24 08:00,2019-09-24 09:00,0.033,0.002,0.049,14.845
2019-09-24 09:00,2019-09-24 10:00,0.076,0.005,0.095,15.245
2019-09-24 10:00,2019-09-24 11:00,0.129,0.011,0.146,16.114
2019-09-24 11:00,2019-09-24 12:00,0.170,0.020,0.183,16.799
2019-09-24 12:00,2019-09-24 13:00,0.190,0.028,0.198,17.181
2019-09-24 13:00,2019-09-24 14:00,0.256,0.071,0.231,17.884
2019-09-24 14:00,2019-09-24 15:00,0.192,0.045,0.183,18.085
2019-09-24 15:00,2019-09-24 16:00,0.178,0.061,0.153,18.002
2019-09-24 16:00,2019-09-24 17:00,0.136,0.067,0.099,17.457
2019-09-24 17:00,2019-09-24 18:00,0.031,0.015,0.032,15.821
2019-09-24 18:00,2019-09-24 19:00,0,-0,0,13.902
2019-09-24 19:00,2019-09-24 20:00,0,0,0,13.496
2019-09-24 20:00,2019-09-24 21:00,0,0,0,13.077
2019-09-24 21:00,2019-09-24 22:00,0,0,0,12.829
2019-09-24 22:00,2019-09-24 23:00,0,0,0,12.735
2019-09-24 23:00,2019-09-25 00:00,0,0,0,12.679
2019-09-25 00:00,2019-09-25 01:00,0,0,0,12.582
2019-09-25 01:00,2019-09-25 02:00,0,0,0,12.478
2019-09-25 02:00,2019-09-25 03:00,0,0,0,12.549
2019-09-25 03:00,2019-09-25 04:00,0,0,0,12.758
2019-09-25 04:00,2019-09-25 05:00,0,0,0,13.119
2019-09-25 05:00,2019-09-25 06:00,0,0,0,13.476
2019-09-25 06:00,2019-09-25 07:00,0.013,0.004,0.021,13.685
2019-09-25 07:00,2019-09-25 08:00,0.106,0.044,0.087,14.274
2019-09-25 08:00,2019-09-25 09:00,0.217,0.115,0.138,15.143
2019-09-25 09:00,2019-09-25 10:00,0.377,0.277,0.166,16.339
2019-09-25 10:00,2019-09-25 11:00,0.367,0.226,0.207,17.413
2019-09-25 11:00,2019-09-25 12:00,0.371,0.214,0.225,18.226
2019-09-25 12:00,2019-09-25 13:00,0.441,0.315,0.214,18.927
2019-09-25 13:00,2019-09-25 14:00,0.389,0.259,0.204,19.093
2019-09-25 14:00,2019-09-25 15:00,0.316,0.192,0.181,18.901
2019-09-25 15:00,2019-09-25 16:00,0.208,0.105,0.142,18.347
2019-09-25 16:00,2019-09-25 17:00,0.106,0.044,0.089,17.429
2019-09-25 17:00,2019-09-25 18:00,0.016,0.005,0.024,15.990
2019-09-25 18:00,2019-09-25 19:00,0,-0,0,14.857
2019-09-25 19:00,2019-09-25 20:00,0,0,0,14.243
2019-09-25 20:00,2019-09-25 21:00,0,0,0,13.597
2019-09-25 21:00,2019-09-25 22:00,0,0,0,13.172
2019-09-25 22:00,2019-09-25 23:00,0,0,0,13.122
2019-09-25 23:00,2019-09-26 00:00,0,0,0,13.466
2019-09-26 00:00,2019-09-26 01:00,0,0,0,13.717
2019-09-26 01:00,2019-09-26 02:00,0,0,0,13.897
2019-09-26 02:00,2019-09-26 03:00,0,0,0,14.176
2019-09-26 03:00,2019-09-26 04:00,0,0,0,14.542
2019-09-26 04:00,2019-09-26 05:00,0,0,0,14.884
2019-09-26 05:00,2019-09-26 06:00,0,0,0,15.099
2019-09-26 06:00,2019-09-26 07:00,0.002,0,0.009,15.210
2019-09-26 07:00,2019-09-26 08:00,0.029,0.003,0.042,15.387
2019-09-26 08:00,2019-09-26 09:00,0.083,0.012,0.094,15.892
2019-09-26 09:00,2019-09-26 10:00,0.210,0.074,0.174,16.784
2019-09-26 10:00,2019-09-26 11:00,0.414,0.302,0.190,17.978
2019-09-26 11:00,2019-09-26 12:00,0.541,0.498,0.163,18.887
2019-09-26 12:00,2019-09-26 13:00,0.523,0.472,0.164,18.880
2019-09-26 13:00,2019-09-26 14:00,0.599,0.632,0.111,18.769
2019-09-26 14:00,2019-09-26 15:00,0.516,0.528,0.097,18.333
2019-09-26 15:00,2019-09-26 16:00,0.367,0.342,0.090,17.669
2019-09-26 16:00,2019-09-26 17:00,0.168,0.124,0.077,16.677
2019-09-26 17:00,2019-09-26 18:00,0.023,0.014,0.025,15.193
2019-09-26 18:00,2019-09-26 19:00,0,0,0,13.854
2019-09-26 19:00,2019-09-26 20:00,0,0,0,13.158
2019-09-26 20:00,2019-09-26 21:00,0,0,0,12.635
2019-09-26 21:00,2019-09-26 22:00,0,0,0,12.311
2019-09-26 22:00,2019-09-26 23:00,0,0,0,12.069
2019-09-26 23:00,2019-09-27 00:00,0,0,0,11.892
2019-09-27 00:00,2019-09-27 01:00,0,0,0,11.738
2019-09-27 01:00,2019-09-27 02:00,0,0,0,11.595
2019-09-27 02:00,2019-09-27 03:00,0,0,0,11.584
2019-09-27 03:00,2019-09-27 04:00,0,0,0,11.482
2019-09-27 04:00,2019-09-27 05:00,0,0,0,11.390
2019-09-27 05:00,2019-09-27 06:00,0,0,0,11.356
2019-09-27 06:00,2019-09-27 07:00,0.019,0.011,0.022,11.553
2019-09-27 07:00,2019-09-27 08:00,0.134,0.076,0.083,12.652
2019-09-27 08:00,2019-09-27 09:00,0.206,0.104,0.137,13.925
2019-09-27 09:00,2019-09-27 10:00,0.214,0.078,0.172,14.822
2019-09-27 10:00,2019-09-27 11:00,0.326,0.168,0.211,15.719
2019-09-27 11:00,2019-09-27 12:00,0.418,0.279,0.213,16.550
2019-09-27 12:00,2019-09-27 13:00,0.476,0.371,0.197,17.157
2019-09-27 13:00,2019-09-27 14:00,0.396,0.269,0.199,17.250
2019-09-27 14:00,2019-09-27 15:00,0.265,0.128,0.183,16.773
2019-09-27 15:00,2019-09-27 16:00,0.134,0.037,0.126,16.007
2019-09-27 16:00,2019-09-27 17:00,0.066,0.017,0.071,15.234
2019-09-27 17:00,2019-09-27 18:00,0.017,0.008,0.023,14.145
2019-09-27 18:00,2019-09-27 19:00,0,0,0,13.076
2019-09-27 19:00,2019-09-27 20:00,0,0,0,12.371
2019-09-27 20:00,2019-09-27 21:00,0,0,0,11.641
2019-09-27 21:00,2019-09-27 22:00,0,0,0,11.151
2019-09-27 22:00,2019-09-27 23:00,0,0,0,10.801
2019-09-27 23:00,2019-09-28 00:00,0,0,0,10.533
2019-09-28 00:00,2019-09-28 01:00,0,0,0,10.364
2019-09-28 01:00,2019-09-28 02:00,0,0,0,10.232
2019-09-28 02:00,2019-09-28 03:00,0,0,0,10.119
2019-09-28 03:00,2019-09-28 04:00,0,0,0,10.114
2019-09-28 04:00,2019-09-28 05:00,0,0,0,10.317
2019-09-28 05:00,2019-09-28 06:00,0,0,0,10.924
2019-09-28 06:00,2019-09-28 07:00,0.019,0.013,0.020,11.597
2019-09-28 07:00,2019-09-28 08:00,0.155,0.111,0.071,12.725
2019-09-28 08:00,2019-09-28 09:00,0.332,0.289,0.094,14.105
2019-09-28 09:00,2019-09-28 10:00,0.464,0.438,0.110,15.550
2019-09-28 10:00,2019-09-28 11:00,0.528,0.506,0.129,16.597
2019-09-28 11:00,2019-09-28 12:00,0.574,0.565,0.134,17.290
2019-09-28 12:00,2019-09-28 13:00,0.584,0.586,0.131,17.702
2019-09-28 13:00,2019-09-28 14:00,0.536,0.522,0.128,17.759
2019-09-28 14:00,2019-09-28 15:00,0.412,0.357,0.131,17.503
2019-09-28 15:00,2019-09-28 16:00,0.270,0.198,0.118,16.947
2019-09-28 16:00,2019-09-28 17:00,0.089,0.037,0.077,15.945
2019-09-28 17:00,2019-09-28 18:00,0.006,0.002,0.014,14.638
2019-09-28 18:00,2019-09-28 19:00,0,0,0,13.639
2019-09-28 19:00,2019-09-28 20:00,0,0,0,13.020
2019-09-28 20:00,2019-09-28 21:00,0,0,0,12.878
2019-09-28 21:00,2019-09-28 22:00,0,0,0,13.129
2019-09-28 22:00,2019-09-28 23:00,0,0,0,13.459
2019-09-28 23:00,2019-09-29 00:00,0,0,0,13.735
2019-09-29 00:00,2019-09-29 01:00,0,0,0,13.786
2019-09-29 01:00,2019-09-29 02:00,0,0,0,13.794
2019-09-29 02:00,2019-09-29 03:00,0,0,0,13.854
2019-09-29 03:00,2019-09-29 04:00,0,0,0,13.959
2019-09-29 04:00,2019-09-29 05:00,0,0,0,14.064
2019-09-29 05:00,2019-09-29 06:00,0,0,0,14.111
2019-09-29 06:00,2019-09-29 07:00,0.006,0.002,0.014,14.385
2019-09-29 07:00,2019-09-29 08:00,0.060,0.014,0.066,15.161
2019-09-29 08:00,2019-09-29 09:00,0.121,0.031,0.117,16.039
2019-09-29 09:00,2019-09-29 10:00,0.194,0.065,0.165,16.696
2019-09-29 10:00,2019-09-29 11:00,0.415,0.306,0.187,17.789
2019-09-29 11:00,2019-09-29 12:00,0.534,0.489,0.161,18.656
2019-09-29 12:00,2019-09-29 13:00,0.569,0.553,0.148,19.019
2019-09-29 13:00,2019-09-29 14:00,0.439,0.353,0.173,18.804
2019-09-29 14:00,2019-09-29 15:00,0.348,0.250,0.162,18.417
2019-09-29 15:00,2019-09-29 16:00,0.214,0.121,0.133,17.876
2019-09-29 16:00,2019-09-29 17:00,0.092,0.038,0.079,16.849
2019-09-29 17:00,2019-09-29 18:00,0.010,0.004,0.017,15.332
2019-09-29 18:00,2019-09-29 19:00,0,0,0,13.910
2019-09-29 19:00,2019-09-29 20:00,0,0,0,12.597
2019-09-29 20:00,2019-09-29 21:00,0,0,0,11.495
2019-09-29 21:00,2019-09-29 22:00,0,0,0,10.916
2019-09-29 22:00,2019-09-29 23:00,0,0,0,10.486
2019-09-29 23:00,2019-09-30 00:00,0,0,0,10.064
2019-09-30 00:00,2019-09-30 01:00,0,0,0,9.751
2019-09-30 01:00,2019-09-30 02:00,0,0,0,9.438
2019-09-30 02:00,2019-09-30 03:00,0,0,0,8.998
2019-09-30 03:00,2019-09-30 04:00,0,0,0,8.665
2019-09-30 04:00,2019-09-30 05:00,0,0,0,8.306
2019-09-30 05:00,2019-09-30 06:00,0,0,0,8.548
2019-09-30 06:00,2019-09-30 07:00,0.006,0.003,0.013,9.096
2019-09-30 07:00,2019-09-30 08:00,0.150,0.100,0.075,10.799
2019-09-30 08:00,2019-09-30 09:00,0.360,0.323,0.090,12.754
2019-09-30 09:00,2019-09-30 10:00,0.514,0.511,0.098,14.778
2019-09-30 10:00,2019-09-30 11:00,0.593,0.608,0.113,16.172
2019-09-30 11:00,2019-09-30 12:00,0.582,0.562,0.148,16.949
2019-09-30 12:00,2019-09-30 13:00,0.384,0.229,0.223,16.979
2019-09-30 13:00,2019-09-30 14:00,0.141,0.021,0.149,16.057
2019-09-30 14:00,2019-09-30 15:00,0.081,0.007,0.097,15.221
2019-09-30 15:00,2019-09-30 16:00,0.051,0.004,0.067,14.591
2019-09-30 16:00,2019-09-30 17:00,0.020,0.002,0.033,13.975
2019-09-30 17:00,2019-09-30 18:00,0,0,0.004,13.447
2019-09-30 18:00,2019-09-30 19:00,0,0,0,13.334
2019-09-30 19:00,2019-09-30 20:00,0,0,0,13.706
2019-09-30 20:00,2019-09-30 21:00,0,0,0,14.367
2019-09-30 21:00,2019-09-30 22:00,0,0,0,14.996
2019-09-30 22:00,2019-09-30 23:00,0,0,0,15.315
2019-09-30 23:00,2019-10-01 00:00,0,0,0,15.213
2019-10-01 00:00,2019-10-01 01:00,0,0,0,14.600
2019-10-01 01:00,2019-10-01 02:00,0,0,0,13.934
2019-10-01 02:00,2019-10-01 03:00,0,0,0,13.502
2019-10-01 03:00,2019-10-01 04:00,0,0,0,13.161
2019-10-01 04:00,2019-10-01 05:00,0,0,0,12.541
2019-10-01 05:00,2019-10-01 06:00,0,0,0,12.146
2019-10-01 06:00,2019-10-01 07:00,0.014,0.010,0.016,12.400
2019-10-01 07:00,2019-10-01 08:00,0.152,0.111,0.070,13.722
2019-10-01 08:00,2019-10-01 09:00,0.305,0.250,0.103,15.027
2019-10-01 09:00,2019-10-01 10:00,0.449,0.411,0.119,16.198
2019-10-01 10:00,2019-10-01 11:00,0.549,0.538,0.127,17.282
2019-10-01 11:00,2019-10-01 12:00,0.550,0.518,0.152,17.881
2019-10-01 12:00,2019-10-01 13:00,0.503,0.429,0.178,18.110
2019-10-01 13:00,2019-10-01 14:00,0.294,0.138,0.208,17.714
2019-10-01 14:00,2019-10-01 15:00,0.102,0.014,0.115,16.784
2019-10-01 15:00,2019-10-01 16:00,0.059,0.006,0.074,15.967
2019-10-01 16:00,2019-10-01 17:00,0.017,0.002,0.029,15.061
2019-10-01 17:00,2019-10-01 18:00,0,0,0.004,14.070
2019-10-01 18:00,2019-10-01 19:00,0,0,0,13.302
2019-10-01 19:00,2019-10-01 20:00,0,0,0,12.243
2019-10-01 20:00,2019-10-01 21:00,0,0,0,10.722
2019-10-01 21:00,2019-10-01 22:00,0,0,0,9.576
2019-10-01 22:00,2019-10-01 23:00,0,0,0,8.862
2019-10-01 23:00,2019-10-02 00:00,0,0,0,8.209
2019-10-02 00:00,2019-10-02 01:00,0,0,0,7.521
2019-10-02 01:00,2019-10-02 02:00,0,0,0,6.900
2019-10-02 02:00,2019-10-02 03:00,0,0,0,6.355
2019-10-02 03:00,2019-10-02 04:00,0,0,0,5.684
2019-10-02 04:00,2019-10-02 05:00,0,0,0,5.082
2019-10-02 05:00,2019-10-02 06:00,0,0,0,4.818
2019-10-02 06:00,2019-10-02 07:00,0.011,0.009,0.013,4.888
2019-10-02 07:00,2019-10-02 08:00,0.179,0.149,0.053,5.729
2019-10-02 08:00,2019-10-02 09:00,0.409,0.402,0.057,7.608
2019-10-02 09:00,2019-10-02 10:00,0.568,0.601,0.062,9.855
2019-10-02 10:00,2019-10-02 11:00,0.667,0.736,0.067,11.297
2019-10-02 11:00,2019-10-02 12:00,0.706,0.791,0.073,12.053
2019-10-02 12:00,2019-10-02 13:00,0.698,0.779,0.075,12.539
2019-10-02 13:00,2019-10-02 14:00,0.653,0.721,0.071,12.882
2019-10-02 14:00,2019-10-02 15:00,0.553,0.587,0.066,12.956
2019-10-02 15:00,2019-10-02 16:00,0.405,0.407,0.059,12.666
2019-10-02 16:00,2019-10-02 17:00,0.208,0.192,0.048,11.746
2019-10-02 17:00,2019-10-02 18:00,0.018,0.018,0.014,8.647
2019-10-02 18:00,2019-10-02 19:00,0,0,0,6.923
2019-10-02 19:00,2019-10-02 20:00,0,0,0,6.249
2019-10-02 20:00,2019-10-02 21:00,0,0,0,5.636
2019-10-02 21:00,2019-10-02 22:00,0,0,0,5.104
2019-10-02 22:00,2019-10-02 23:00,0,0,0,4.718
2019-10-02 23:00,2019-10-03 00:00,0,0,0,4.487
2019-10-03 00:00,2019-10-03 01:00,0,0,0,4.341
2019-10-03 01:00,2019-10-03 02:00,0,0,0,4.261
2019-10-03 02:00,2019-10-03 03:00,0,0,0,4.193
2019-10-03 03:00,2019-10-03 04:00,0,0,0,4.079
2019-10-03 04:00,2019-10-03 05:00,0,0,0,3.809
2019-10-03 05:00,2019-10-03 06:00,0,0,0,3.773
2019-10-03 06:00,2019-10-03 07:00,0.004,0.002,0.010,4.018
2019-10-03 07:00,2019-10-03 08:00,0.047,0.009,0.054,5.321
2019-10-03 08:00,2019-10-03 09:00,0.088,0.013,0.094,6.664
2019-10-03 09:00,2019-10-03 10:00,0.110,0.014,0.117,7.739
2019-10-03 10:00,2019-10-03 11:00,0.149,0.022,0.152,9.255
2019-10-03 11:00,2019-10-03 12:00,0.217,0.052,0.197,11.351
2019-10-03 12:00,2019-10-03 13:00,0.309,0.133,0.221,12.662
2019-10-03 13:00,2019-10-03 14:00,0.409,0.286,0.188,13.518
2019-10-03 14:00,2019-10-03 15:00,0.448,0.395,0.128,13.862
2019-10-03 15:00,2019-10-03 16:00,0.290,0.223,0.110,13.330
2019-10-03 16:00,2019-10-03 17:00,0.140,0.094,0.073,12.159
2019-10-03 17:00,2019-10-03 18:00,0.007,0.004,0.013,10.156
2019-10-03 18:00,2019-10-03 19:00,0,0,0,9.232
2019-10-03 19:00,2019-10-03 20:00,0,0,0,9.113
2019-10-03 20:00,2019-10-03 21:00,0,0,0,9.495
2019-10-03 21:00,2019-10-03 22:00,0,0,0,10.463
2019-10-03 22:00,2019-10-03 23:00,0,0,0,11.512
2019-10-03 23:00,2019-10-04 00:00,0,0,0,12.244
2019-10-04 00:00,2019-10-04 01:00,0,0,0,12.555
2019-10-04 01:00,2019-10-04 02:00,0,0,0,12.080
2019-10-04 02:00,2019-10-04 03:00,0,0,0,11.079
2019-10-04 03:00,2019-10-04 04:00,0,0,0,10.256
2019-10-04 04:00,2019-10-04 05:00,0,0,0,9.539
2019-10-04 05:00,2019-10-04 06:00,0,0,0,8.996
2019-10-04 06:00,2019-10-04 07:00,0.009,0.008,0.012,8.882
2019-10-04 07:00,2019-10-04 08:00,0.138,0.097,0.066,9.873
2019-10-04 08:00,2019-10-04 09:00,0.253,0.179,0.110,11.525
2019-10-04 09:00,2019-10-04 10:00,0.411,0.348,0.127,13.150
2019-10-04 10:00,2019-10-04 11:00,0.555,0.540,0.122,14.335
2019-10-04 11:00,2019-10-04 12:00,0.549,0.508,0.149,14.888
2019-10-04 12:00,2019-10-04 13:00,0.418,0.291,0.197,14.992
2019-10-04 13:00,2019-10-04 14:00,0.248,0.094,0.194,14.698
2019-10-04 14:00,2019-10-04 15:00,0.129,0.025,0.131,14.175
2019-10-04 15:00,2019-10-04 16:00,0.103,0.024,0.104,13.832
